-5,-0.7405,0.02743
-4.75,-0.7203,0.02692
-4.5,-0.7004,0.02711
-4.25,-0.679,0.02724
-4,-0.6551,0.02729
-3.75,-0.6357,0.02712
-3.5,-0.6164,0.02741
-3.25,-0.5956,0.02765
-3,-0.5718,0.02776
-2.75,-0.5524,0.02783
-2.5,-0.5359,0.02838
-2,-0.404,0.03174
-1.75,-0.3714,0.03279
-1.5,-0.3482,0.03349
-1.25,-0.325,0.034
-1,-0.2783,0.03474
-0.5,-0.2363,0.03547
-0.25,-0.209,0.03618
0,-0.1688,0.03704
0.25,-0.137,0.03749
0.5,-0.1289,0.03729
0.75,-0.1016,0.03779
1,-0.0621,0.03844
1.25,-0.0142,0.03934
1.5,-0.018,0.03903
1.75,0.0059,0.03887
2,0.0397,0.0391
2.25,0.0813,0.03952
2.5,0.0794,0.03968
2.75,0.1135,0.03982
3,0.1473,0.03933
3.25,0.1827,0.03908
3.5,0.227,0.03905
4,0.2531,0.0392
4.25,0.2942,0.03818
4.5,0.3346,0.03722
5.25,0.4043,0.03645
5.5,0.4517,0.03446
5.75,0.499,0.03253
6.25,0.5221,0.03216
6.5,0.5784,0.02975
6.75,0.6394,0.02678
7,0.6309,0.02749
7.25,0.6878,0.02503
7.5,0.7417,0.02325
7.75,0.7699,0.0224
8,0.7943,0.022
8.25,0.8231,0.02175
8.5,0.8477,0.02197
8.75,0.8684,0.02256
9.25,0.8941,0.02419
9.5,0.9059,0.02526
9.75,0.9193,0.0265
10,0.9287,0.02797
10.25,0.9389,0.0293
10.5,0.9533,0.0309
10.75,0.9703,0.03283
11,0.986,0.03421
11.25,1.0087,0.0366
11.5,1.0227,0.03805
11.75,1.0311,0.03954
12,1.0482,0.04199
12.25,1.0644,0.0439
12.5,1.0776,0.04587
12.75,1.09,0.04797
13,1.1034,0.054
13.25,1.1061,0.05677
13.5,1.1035,0.05976
13.75,1.0974,0.06347
14,1.0864,0.06758
14.25,1.0714,0.07216
14.5,1.0517,0.0774
14.75,1.0294,0.08322
15,1.0026,0.08992
15.25,0.9709,0.09786
15.5,0.9341,0.10754
15.75,0.8864,0.12077
16.25,0.8262,0.14618
16.5,0.7611,0.1762
16.75,0.7677,0.19852
17,0.771,0.20375
17.25,0.7734,0.20791
17.5,0.7596,0.20742
17.75,0.7591,0.21103
18,0.7644,0.21532
18.25,0.7728,0.21934
18.5,0.7873,0.22284
18.75,0.8141,0.2277
19,0.8193,0.24267
19.25,0.8235,0.2478
19.5,0.8274,0.25249
19.75,0.8308,0.25651
20,0.8305,0.25904
