-5,-0.392,0.02434
-4.75,-0.3651,0.02331
-4.5,-0.3304,0.02263
-4.25,-0.3057,0.0234
-4,-0.2797,0.02418
-3.75,-0.245,0.02497
-3.5,-0.2199,0.02576
-3.25,-0.202,0.0261
-3,-0.1705,0.0266
-2.75,-0.1268,0.02694
-2.5,-0.1271,0.02744
-2.25,-0.1017,0.02783
-2,-0.0689,0.02796
-1.75,-0.032,0.02823
-1.25,-0.0112,0.02851
-1,0.0277,0.02835
-0.75,0.0732,0.02808
-0.25,0.0842,0.02843
0,0.1271,0.02803
0.25,0.1763,0.02756
0.5,0.221,0.02697
0.75,0.1916,0.02797
1,0.2303,0.02763
1.25,0.274,0.02719
1.5,0.32,0.02671
2,0.3359,0.02733
2.25,0.3764,0.02687
2.5,0.4192,0.02639
2.75,0.4656,0.02582
3,0.4447,0.02725
3.25,0.4798,0.02686
3.5,0.5232,0.02623
3.75,0.5726,0.02564
4,0.5963,0.02606
4.25,0.6127,0.02686
4.5,0.6632,0.02632
4.75,0.7218,0.0257
5,0.7842,0.02503
5.25,0.8082,0.0262
5.5,0.8213,0.02621
5.75,0.8665,0.02538
6,0.913,0.02483
6.25,0.9113,0.02582
6.5,0.9531,0.02516
6.75,1.0087,0.02427
7,1.0147,0.0251
7.25,1.0515,0.02451
7.5,1.0916,0.02411
7.75,1.1051,0.02444
8,1.1425,0.02392
8.25,1.1588,0.02419
8.5,1.1853,0.02385
8.75,1.2004,0.0241
9,1.2222,0.02402
9.25,1.2276,0.02447
9.5,1.2386,0.02473
9.75,1.2406,0.0253
10,1.2399,0.0262
10.25,1.2383,0.02733
10.5,1.2338,0.02883
10.75,1.229,0.03062
11,1.2238,0.03269
11.25,1.2199,0.03487
11.5,1.2196,0.03697
11.75,1.2214,0.03914
12,1.2227,0.04126
12.25,1.2282,0.04334
12.5,1.2314,0.0454
12.75,1.2494,0.04717
13,1.2515,0.04935
13.25,1.2623,0.05121
13.5,1.2728,0.05314
13.75,1.3004,0.05555
14,1.3009,0.05808
14.25,1.3019,0.06076
14.5,1.3015,0.06353
14.75,1.3013,0.06633
15,1.3036,0.06868
15.25,1.3093,0.07177
15.75,1.2837,0.08158
16,1.2659,0.08638
16.25,1.2456,0.09189
16.5,1.2206,0.09829
16.75,1.1905,0.10604
17,1.1547,0.11521
17.25,1.106,0.12782
17.5,0.9049,0.19191
17.75,0.9149,0.19506
18.25,0.8772,0.21939
18.5,0.8879,0.223
18.75,0.9105,0.22723
19,0.9319,0.23891
19.25,0.9311,0.24368
19.5,0.9217,0.24642
19.75,0.9033,0.24723
20,0.9071,0.25144
