-5,-0.7119,0.02235
-4.75,-0.6934,0.02193
-4.5,-0.674,0.02163
-4.25,-0.6546,0.02149
-4,-0.6357,0.02126
-3.75,-0.6002,0.02161
-3.5,-0.5662,0.02195
-3.25,-0.5333,0.02239
-3,-0.5072,0.02258
-2.75,-0.4768,0.02307
-2.5,-0.4452,0.02374
-2.25,-0.4265,0.024
-2,-0.3972,0.02471
-1.75,-0.3634,0.02564
-1.5,-0.352,0.02593
-1.25,-0.3314,0.02649
-1,-0.3013,0.02735
-0.75,-0.262,0.02847
-0.5,-0.2597,0.02829
-0.25,-0.212,0.02886
0,-0.1624,0.02946
0.25,-0.0826,0.03035
0.5,-0.0067,0.03118
0.75,0.0639,0.03196
1,0.0996,0.03176
1.25,0.1593,0.03188
1.5,0.2258,0.03207
1.75,0.2858,0.03202
2,0.336,0.03192
2.25,0.2974,0.03202
2.5,0.3222,0.03187
2.75,0.3662,0.0316
3,0.4219,0.0313
3.25,0.3698,0.03181
3.5,0.4037,0.03144
3.75,0.4585,0.03074
4,0.5208,0.02988
4.5,0.5044,0.03016
4.75,0.5657,0.02878
5,0.6419,0.02687
5.25,0.5826,0.02849
5.5,0.6333,0.02687
5.75,0.7298,0.02391
6,0.8082,0.022
6.25,0.7796,0.02223
6.5,0.8681,0.02013
6.75,0.906,0.01928
7,0.8867,0.01942
7.25,0.8945,0.01929
7.5,0.8959,0.0194
7.75,0.8949,0.01978
8,0.8949,0.02043
8.25,0.8968,0.02129
8.5,0.8989,0.02233
8.75,0.9,0.02353
9,0.902,0.02486
9.25,0.9069,0.02601
9.5,0.9162,0.0274
9.75,0.9261,0.02923
10,0.9348,0.0306
10.25,0.953,0.03261
10.5,0.9575,0.03366
10.75,0.9737,0.03597
11,0.9884,0.0377
11.25,0.9959,0.03966
11.5,1.0252,0.04551
11.75,1.0304,0.04821
12,1.0291,0.0512
12.25,1.0246,0.0544
12.5,1.0161,0.05751
12.75,1.0041,0.06084
13,0.9888,0.06451
13.25,0.9792,0.06715
13.5,0.9526,0.07264
13.75,0.927,0.07795
14,0.912,0.08194
14.25,0.862,0.09281
14.5,0.8255,0.10249
14.75,0.7895,0.11386
15.25,0.7103,0.14919
15.5,0.7055,0.15663
15.75,0.7184,0.17084
16,0.7134,0.18333
16.25,0.715,0.18785
16.5,0.7146,0.19061
16.75,0.7067,0.19089
17,0.6993,0.19235
17.25,0.7041,0.19525
17.5,0.7232,0.19834
18.25,0.747,0.22045
18.5,0.7495,0.2237
18.75,0.7442,0.22416
19,0.7411,0.22597
19.25,0.7438,0.22976
19.5,0.7493,0.23402
19.75,0.7552,0.23824
20,0.7622,0.24247
