-5,-0.7171,0.04583
-4.75,-0.6909,0.0445
-4.5,-0.6539,0.04337
-4.25,-0.6407,0.04225
-4,-0.6161,0.04049
-3.75,-0.5764,0.04134
-3.5,-0.5295,0.04251
-3.25,-0.5301,0.04166
-3,-0.5067,0.04136
-2.75,-0.4759,0.0409
-2.5,-0.4367,0.04045
-2.25,-0.3914,0.03987
-2,-0.3859,0.03921
-1.5,-0.3354,0.04017
-1.25,-0.2985,0.04065
-1,-0.2535,0.04082
-0.75,-0.2334,0.04067
-0.5,-0.2239,0.04057
-0.25,-0.1999,0.03987
0,-0.1673,0.04018
0.25,-0.1252,0.04048
0.5,-0.079,0.04084
0.75,-0.082,0.04113
1,-0.0648,0.04129
1.25,-0.032,0.04153
1.5,0.0017,0.04112
1.75,0.0419,0.04135
2,0.0875,0.04157
2.25,0.0679,0.04247
2.5,0.0921,0.04263
2.75,0.1348,0.0424
3,0.1821,0.04158
3.25,0.221,0.04135
3.5,0.2622,0.04134
4,0.2628,0.04277
4.25,0.3106,0.04218
4.5,0.3625,0.04108
4.75,0.4087,0.03965
5.5,0.4537,0.04034
5.75,0.5086,0.03858
6,0.5698,0.03609
6.25,0.6283,0.03347
6.5,0.5805,0.037
6.75,0.6285,0.03483
7,0.7004,0.03173
7.25,0.8016,0.02834
7.5,0.7738,0.02957
7.75,0.8092,0.02803
8,0.8524,0.02685
8.25,0.8599,0.02696
8.5,0.8938,0.0265
8.75,0.9139,0.02644
9,0.9157,0.02667
9.25,0.9272,0.02686
9.5,0.9271,0.02759
9.75,0.9375,0.02843
10,0.939,0.02913
10.25,0.9412,0.02989
10.5,0.9459,0.03091
10.75,0.9536,0.03209
11,0.9557,0.033
11.25,0.9608,0.03402
11.5,0.962,0.0352
11.75,0.9714,0.03642
12,0.98,0.03785
12.25,0.9955,0.03994
12.5,1.0074,0.04188
12.75,1.0206,0.04385
13,1.0471,0.04616
13.25,1.0586,0.04822
13.5,1.0696,0.05037
13.75,1.078,0.05264
14,1.1001,0.05726
14.25,1.1025,0.05988
14.5,1.1019,0.06287
14.75,1.0986,0.06624
15,1.0923,0.06988
15.25,1.0843,0.07403
15.5,1.0735,0.07841
15.75,1.0607,0.08309
16,1.0388,0.08927
16.25,1.0098,0.09676
16.5,0.9184,0.11553
16.75,0.7831,0.15085
17,0.7642,0.16266
17.25,0.7564,0.17126
17.5,0.7589,0.17912
18,0.7283,0.20564
18.25,0.7454,0.21
18.5,0.7694,0.21668
18.75,0.7643,0.22971
19,0.7676,0.2345
19.25,0.771,0.23863
19.5,0.7718,0.24153
19.75,0.7564,0.24075
20,0.7597,0.24488
